,Name,Review_raw,Overall,Food,Service,Ambiance
166,JeromeJ,We had a great time at Black Salt the food was delicious and service great our waiter Ryan was attentive and saw our every need,5,5,5,5
167,gfwareagle,"Always a winner.  We went for Sunday brunch and enjoyed a salad, their one-of-a-kind clam chowder and their eggs Benedict Ponchartain.",5,5,4,4
168,YouOnlyLiveOnce,About as average as it gets. Not good for the price but fine if you need a good place to take elderly people.,3,3,3,3
169,OpenTable Diner,Overall it was a very nice evening and the food was excellent except the steak. We would come a lot more often if there were better non seafood options for the one non seafood lover in our family.,4,4,4,4
170,TomA,"The food is always excellent…same for service!

Dinning experience is the best in DMV.

Go and enjoy.",5,5,5,5
171,OpenTable Diner,"The menu and wine list has changed since our last time dining at BlackSalt. Actually had to return a bottle of French wine that was undrinkable/bitter.Fortunately, the wine server suggested a much better California wine that went well with the entrees. The food was great, as we expected.",4,5,4,5
172,NB41,Food slections from varied menu  and service were excellent. Prices have definitely increased since last visits and administrative fee for using credit card? What's that about at a restaurant where everyone uses a credit card?,4,5,5,5
173,quartet,"Black salt has become wildly over priced for what it is. Entrees with no sides over $50. Appetizers $30.00. Now there’s a
4 % surcharge on top of that .  Crab cakes were mediocre and more than $50. Four of us ate there -only one bottle of modestly  priced wine, no cocktails , no coffee or after dinner drinks. split two desserts and the  bill was $600. That’s just too much— for that cost I’ll go to a fine dining restaurant.",3,3,4,3
174,SuzyS,Enjoyed every minute of our dinner at Blacksalt! Staff were very attentive and everyone’s food was absolutely delicious! Highly recommend the black pepper tuna with soba noodles. All together a lovely dining experience.,5,5,5,5
175,FeliciaB,Always excellent - food and service love sitting in the wine room. Many thanks,5,5,5,5
176,OpenTable Diner,"Great place to have a small personal business meeting. We met with a customer to review new technology that was approved and sold in the US, but was not offered to them prior to this meeting, because of limited product availability. All in all, the meeting went will, the food was great, service was excellent. noise level was moderate and manageable.",5,5,5,4
177,Papaya,Food is amazing. We loved the seafood tower so very much. Our only wish was that they served hot fries at the restaurant. There’s nothing like raw oysters and hot fries on the side.,4,4,5,5
178,nycfoodie,"The wine was great.

The sardines had bones in them.

The clams were tasty.

The crabcakes were expensive $56 and were not made with lump crab even though the waitress said they were.

The mussels were ok, not great.

Overall for a $200 bill we were disappointed.

Would we go back?

NO",3,3,4,3
179,ISGreviews,"As always, the food was outstanding. And the service was perfection.",5,5,5,5
180,Matt52,First time customer...  the staff couldn't have been nicer... We were in the less bustling backroom which was perfect for this birthday celebration night out.  The food was outstanding throughout all the courses.  Couldn't have been a better evening and meal...  Thanks so much.  PS.  We have already recommended the restaurant to numerous friends...,5,5,5,5
181,Annette,We really enjoyed BlackSalt. The seafood was so fresh and the selections covered everything from caviar to shellfish to finfish! Loved having a little bit of it all. Service was good too. Our server was very well informed about the menu and made great recommendations when asked. We also liked the ambiance though we will be happier when the outside dining is available. We will definitely be back!,4,4,4,4
182,Alice,"I ordered the salmon burger for lunch.  It was very dry and bit too spicy for my taste.  My friend had the fish taco which she found acceptable, but not outstanding. The dessert we ordered to share (peanut butter and chocolate confection) was outstanding.  Service was spotty.  No one ever asked us how we liked our meals, but then again, we enjoyed sitting and chatting for almost two hours with little disturbance.",3,2,2,3
183,DemetriusB2017,"This restaurant offers a delightful experience with its inviting ambiance and exceptional food. The warm atmosphere enhances the dining pleasure, making it a perfect choice for those seeking both a cozy environment and delicious culinary delights. Highly recommended!",5,5,5,5
184,OpenTable Diner,Been coming to this restaurant since they opened almost 20 years ago and the food has remained excellent - i highly recommend it!,5,5,5,5
185,Anny,Outstanding as always from the service to the food.,5,5,5,5
186,DonnaP,Seafood is always fresh and well prepared. I noticed prices have risen and a dinner for 2 with one glass of wine is well over $135.,4,4,4,3
187,OpenTable Diner,"We could have gotten by just sharing a couple starters. We chose the pear salad and rock shrimp spaghetti. Despite no longer being hungry, the perfectly cooked halibut was delightful.
Service was attentive and knowledgeable about the menu.
Sitting in the wine room was perfect for conversation- although initially the temperature was a little low for comfort.
Will definitely return",5,5,5,3
188,Partridgepeg,"BlackSalt serves all kinds of great seafood, but to us their oysters are the diamonds in the crown.  They always offer a good varity from the east and west coast, and the oysters they serve are the best quality.  One thing, however, may be overlooked by some folks, but not by real oyster lovers is the way their oysters are shucked.  The Oysters at BlackSalt come to you perfectly shucked, loose from the shell, and swimming in their marvelous sea juices.  You can literally drink and eat at the same time, and (February) is the best time to do so.  We enjoyed our oysters for lunch, but I'm sure that their fine shuckers are on duty all day...",5,5,5,5
189,Chris,Great food and service.  The New Calm Chowder was fantasic.,5,5,5,5
190,BarryC,"This is a great place to go for a quality fish or seafood meal in the District. Service was gracious and professional. The quality of the food was remarkable, as agreed by 5 of us, each ""picky"" in our own way. Bring cash to avoid credit card fee -- and lots of it, especially if you are getting an appetizer, drink and/or dessert (memorable) in addition to your entree. Free street parking after 6:30pm. Quiet neighborhood and casual vibe. Upscale dining. Great for a special occasion, especially for groups of 6 or fewer.",5,5,5,4
191,Bettina,Excellent all around - - a wonderful birthday celebration!,4,4,4,4
192,JaNo,It's very nice; VERY expensive for what it is. I think $56 for cod is over the top.,4,5,5,4
193,Greg,"Lovely food, beautifully presented and served in quiet back room. Will be back soon.",5,5,5,5
194,AshleyF,"Wonderful fish of all kinds!  I recommend the lobster roll and fish tacos especially, but I have never had a bad meal at BlackSalt!",5,5,5,5
195,ERICKM,It’s the best of fine dining and business casual in the heart of the Palisades.,5,5,4,4
196,OpenTable Diner,Love this place. They need to get their dashii on the menu more often. Otherwise…wonderful as ever!,5,5,4,4
197,Joshio,Really nice neighborhood restaurant with good food (the octopus is outstanding) with excellent service.,4,4,5,5
198,FeliciaB,Excellent as always - food and service excellent. Thank-you.,5,5,5,5
